block,cohort,task,subject(s),subject_BoxA,subject_BoxB,date,time,mouseID
1198-none-231203-163300,cohort-1,group,Subject: 1198-none,1198,none,Date: 12/03/2023,Time: 4:33:07pm,1198
Raw data for _405A :,,,,,,,,
Time(sec),GCaMP,ISOS,TTL value,Bits,,,,
10.43005419,310.7945557,48.67497635,,,,,,
10.43988459,310.600708,48.63305664,208,4,,,,
10.44971499,310.4648132,48.59550476,,,,,,
10.45954539,310.3833313,48.56782913,,,,,,
10.46937579,310.3529053,48.54883194,,,,,,
10.47920619,310.3692017,48.53768539,,,,,,
10.48903659,310.4270935,48.53383255,209,0,,,,
10.49886699,310.5208435,48.53691864,,,,,,
10.50869739,310.6440125,48.54648209,,,,,,
10.51852779,310.7902832,48.56203461,,,,,,
10.52835819,310.9533081,48.58290863,,,,,,
10.53818859,311.1274414,48.60832596,210,1,,,,
10.54801899,311.3084106,48.63739777,,,,,,
10.55784939,311.4934387,48.66917038,,,,,,
10.56767979,311.6807251,48.70277023,,,,,,
10.57751019,311.8692017,48.73743439,,,,,,
10.58734059,312.0585632,48.77268982,211,0,,,,
10.59717099,312.2478943,48.80823517,,,,,,
10.60700139,312.4372559,48.84389114,,,,,,
10.61683179,312.6244812,48.87958145,,,,,,
10.62666219,312.7808533,48.91006088,,,,,,
10.63649259,312.9068298,48.93066406,212,2,,,,
10.64632299,313.0121155,48.94288254,,,,,,
10.65615339,313.1034546,48.94800949,,,,,,
10.66598379,313.1853333,48.94707108,,,,,,
10.67581419,313.2609253,48.94093323,,,,,,
10.68564459,313.3321228,48.93044662,213,0,,,,
10.69547499,313.400177,48.91646576,,,,,,
10.70530539,313.4649963,48.89985657,,,,,,
10.71513579,313.525238,48.8814621,,,,,,
10.72496619,313.5785217,48.86196136,,,,,,
10.73479659,313.6225891,48.84179688,214,1,,,,
10.74462699,313.654541,48.82130814,,,,,,
10.75445738,313.6716003,48.80073166,,,,,,
10.76428778,313.6711731,48.78006363,,,,,,
10.77411818,313.6510315,48.75949478,,,,,,
10.78394858,313.6092224,48.73901749,,,,,,
10.79377898,313.5447083,48.71861649,215,0,,,,
10.80360938,313.4570923,48.69825745,,,,,,
10.81343978,313.3469238,48.67874146,,,,,,
10.82327018,313.2156372,48.66337204,,,,,,
10.83310058,313.0658569,48.65076065,,,,,,
10.84293098,312.901123,48.63964462,216,3,,,,
10.85276138,312.7255859,48.62932205,,,,,,
10.86259178,312.5429077,48.61937714,,,,,,
10.87242218,312.355835,48.6095314,,,,,,
10.88225258,312.1661682,48.59981155,,,,,,
10.89208298,311.9753723,48.59003448,217,0,,,,
10.90191338,311.7832947,48.58021545,,,,,,
10.91174378,311.5932922,48.57038116,,,,,,
10.92157418,311.4264526,48.56054688,,,,,,
10.93140458,311.2819519,48.54814148,,,,,,
10.94123498,311.1563416,48.53032303,218,1,,,,
10.95106538,311.0502625,48.508255,,,,,,
10.96089578,310.9557495,48.48258972,,,,,,
10.97072618,310.8677979,48.4537468,,,,,,
10.98055658,310.7834473,48.42212296,219,0,,,,
10.99038698,310.6999817,48.38811874,,,,,,
11.00021738,310.6017456,48.35228348,,,,,,
11.01004778,310.4596252,48.31515503,,,,,,
11.01987818,310.2789001,48.2771759,,,,,,
11.02970858,310.071167,48.23864746,220,2,,,,
11.03953898,309.8457642,48.19989777,,,,,,
11.04936938,309.609436,48.16085052,,,,,,
11.05919978,309.3667603,48.12178802,,,,,,
11.06903018,309.1204224,48.08795929,,,,,,
11.07886058,308.8722534,48.06380081,221,0,,,,
11.08869098,308.6233215,48.04790878,,,,,,
11.09852138,308.3796082,48.0392189,,,,,,
11.10835178,308.1677246,48.03682709,,,,,,
11.11818218,308.0011597,48.0400238,,,,,,
11.12801258,307.8760986,48.04811478,222,1,,,,
11.13784298,307.786377,48.06038666,,,,,,
11.14767338,307.7271423,48.07605362,,,,,,
11.15750378,307.6940308,48.09427261,,,,,,
11.16733418,307.6825562,48.11423874,,,,,,
11.17716458,307.6874695,48.13529205,,,,,,
11.18699498,307.7037048,48.15703201,,,,,,
11.19682538,307.7269287,48.17922211,223,0,,,,
11.20665578,307.7546082,48.20172119,,,,,,
11.21648618,307.7846375,48.22441483,,,,,,
11.22631658,307.8157654,48.24715424,,,,,,
11.23614698,307.8435364,48.2638588,224,5,,,,
11.24597738,307.8361511,48.27141571,,,,,,
11.25580777,307.7759094,48.27145004,,,,,,
11.26563817,307.6644897,48.26531601,,,,,,
11.27546857,307.5115356,48.25413895,,,,,,
11.28529897,307.3266602,48.23903656,,,,,,
11.29512937,307.1186829,48.22108078,225,0,,,,
11.30495977,306.8952942,48.20119858,,,,,,
11.31479017,306.6624756,48.18009949,,,,,,
11.32462057,306.4241943,48.15823746,,,,,,
11.33445097,306.1833496,48.13592911,226,1,,,,
11.34428137,305.9456787,48.11332321,,,,,,
11.35411177,305.7376709,48.09059525,,,,,,
11.36394217,305.57901,48.06784821,,,,,,
11.37377257,305.4620667,48.04805756,,,,,,
11.38360297,305.3794861,48.03533554,227,0,,,,
11.39343337,305.3246765,48.02772903,,,,,,
11.40326377,305.2919617,48.02370453,,,,,,
11.41309417,305.2762146,48.02217865,,,,,,
11.42292457,305.2730103,48.0223999,,,,,,
11.43275497,305.2789307,48.02386856,228,2,,,,
11.44258537,305.2915955,48.02624512,,,,,,
11.45241577,305.309021,48.02937698,,,,,,
11.46224617,305.3300781,48.0331955,,,,,,
11.47207657,305.3538818,48.03768539,,,,,,
11.48190697,305.3800049,48.04287338,229,0,,,,
11.49173737,305.4078674,48.04874802,,,,,,
11.50156777,305.4365234,48.05533218,,,,,,
11.51139817,305.4661255,48.06249619,,,,,,
11.52122857,305.4958496,48.07017899,,,,,,
11.53105897,305.5255432,48.07826614,230,1,,,,
11.54088937,305.5552673,48.08656311,,,,,,
11.55071977,305.5849915,48.09512329,,,,,,
11.56055017,305.6145935,48.1037178,,,,,,
11.57038057,305.6402588,48.11235046,,,,,,
11.58021097,305.6616821,48.12098694,231,0,,,,
11.59004137,305.6806641,48.12960434,,,,,,
11.59987177,305.697876,48.13819122,,,,,,
11.60970217,305.713562,48.14671707,,,,,,
11.61953257,305.7274475,48.15518951,,,,,,
11.62936297,305.7282104,48.16358566,,,,,,
11.63919337,305.7061157,48.17188644,232,3,,,,
11.64902377,305.6635437,48.1788063,,,,,,
11.65885417,305.6010132,48.17873764,,,,,,
11.66868457,305.5185852,48.17244339,,,,,,
11.67851497,305.4169006,48.16114044,,,,,,
11.68834537,305.297699,48.14572906,233,0,,,,
11.69817577,305.1639709,48.12696075,,,,,,
11.70800617,305.0196838,48.10567856,,,,,,
11.71783657,304.8684387,48.0826683,,,,,,
11.72766697,304.7129517,48.05866623,,,,,,
11.73749737,304.5549316,48.03412247,234,1,,,,
11.74732777,304.395874,48.00929642,,,,,,
11.75715816,304.2443848,47.98438644,,,,,,
11.76698856,304.1456299,47.95946121,,,,,,
11.77681896,304.1059265,47.9353981,,,,,,
11.78664936,304.1193542,47.91997147,235,0,,,,
11.79647976,304.1815796,47.91403961,,,,,,
11.80631016,304.2889099,47.91618729,,,,,,
11.81614056,304.4375305,47.92528534,,,,,,
11.82597096,304.622467,47.94036484,,,,,,
11.83580136,304.8374023,47.96050262,236,2,,,,
11.84563176,305.0752258,47.98477554,,,,,,
11.85546216,305.3290405,48.01220703,,,,,,
11.86529256,305.5931396,48.04182053,,,,,,
11.87512296,305.8633423,48.07276535,,,,,,
11.88495336,306.1369019,48.10454559,237,0,,,,
11.89478376,306.4120178,48.13669205,,,,,,
11.90461416,306.6711731,48.16893768,,,,,,
11.91444456,306.8745117,48.20144653,,,,,,
11.92427496,307.0187683,48.23274231,,,,,,
11.93410536,307.1065979,48.25470734,238,1,,,,
11.94393576,307.1390686,48.2670517,,,,,,
11.95376616,307.1170959,48.27114105,,,,,,
11.96359656,307.0422058,48.26813126,,,,,,
11.97342696,306.9176941,48.25895309,,,,,,
11.98325736,306.7483521,48.24460602,239,0,,,,
11.99308776,306.5412903,48.2260437,,,,,,
12.00291816,306.3052063,48.20426559,,,,,,
12.01274856,306.0490417,48.18019485,,,,,,
12.02257896,305.7799988,48.15467072,,,,,,
12.03240936,305.5032654,48.1281929,,,,,,
12.04223976,305.2224426,48.1011467,240,4,,,,
12.05207016,304.9428101,48.07385635,,,,,,
12.06190056,304.6892395,48.04619598,,,,,,
12.07173096,304.4909058,48.01846313,,,,,,
12.08156136,304.3435669,47.99154663,,,,,,
12.09139176,304.241394,47.97196198,241,0,,,,
12.10122216,304.1795654,47.95942307,,,,,,
12.11105256,304.1524048,47.95228577,,,,,,
12.12088296,304.1531067,47.94914627,,,,,,
12.13071336,304.1740723,47.9488678,,,,,,
12.14054376,304.2084961,47.95050049,242,1,,,,
12.15037416,304.250885,47.95322418,,,,,,
12.16020456,304.2979736,47.95655441,,,,,,
12.17003496,304.3477478,47.9602623,,,,,,
12.17986536,304.3956909,47.96412659,,,,,,
12.18969576,304.400238,47.96810913,243,0,,,,
12.19952616,304.3468323,47.97206497,,,,,,
12.20935656,304.2463074,47.97589493,,,,,,
12.21918696,304.1096497,47.9747467,,,,,,
12.22901736,303.9462585,47.96812057,244,2,,,,
12.23884776,303.76474,47.9581337,,,,,,
12.24867816,303.5717773,47.94622803,,,,,,
12.25850855,303.3720703,47.93334961,,,,,,
12.26833895,303.1685181,47.91997147,,,,,,
12.27816935,302.9645996,47.90641785,245,0,,,,
12.28799975,302.7874146,47.89276505,,,,,,
12.29783015,302.6723328,47.87921524,,,,,,
12.30766055,302.6148071,47.87149811,,,,,,
12.31749095,302.6080322,47.87212372,,,,,,
12.32732135,302.6471863,47.87943649,246,1,,,,
12.33715175,302.7281494,47.89216232,,,,,,
12.34698215,302.8461914,47.90939331,,,,,,
12.35681255,302.9955139,47.93035126,,,,,,
12.36664295,303.169281,47.95433044,,,,,,
12.37647335,303.3605042,47.98067856,,,,,,
12.38630375,303.5630188,48.00868225,247,0,,,,
12.39613415,303.772644,48.03778458,,,,,,
12.40596455,303.9863586,48.06756592,,,,,,
12.41579495,304.202301,48.09770203,,,,,,
12.42562535,304.4145508,48.12805557,,,,,,
12.43545575,304.6095581,48.15852737,248,3,,,,
12.44528615,304.7668457,48.1889801,,,,,,
12.45511655,304.8924255,48.21940613,,,,,,
12.46494695,304.9953918,48.24979401,,,,,,
12.47477735,305.0837708,48.27787018,,,,,,
12.48460775,305.1630859,48.29952621,249,0,,,,
12.49443815,305.2371826,48.31637955,,,,,,
12.50426855,305.3084412,48.32964325,,,,,,
12.51409895,305.3784485,48.34002304,,,,,,
12.52392935,305.4546814,48.34786987,,,,,,
12.53375975,305.54953,48.35329056,250,1,,,,
12.54359015,305.6794434,48.35627365,,,,,,
12.55342055,305.835907,48.35664749,,,,,,
12.56325095,306.0093079,48.35413361,,,,,,
12.57308135,306.1929016,48.34844971,,,,,,
12.58291175,306.3822327,48.33930588,251,0,,,,
12.59274215,306.574646,48.32644272,,,,,,
12.60257255,306.7651672,48.30965424,,,,,,
12.61240295,306.9096069,48.28888321,,,,,,
12.62223335,306.9917908,48.26422501,,,,,,
12.63206375,307.0144958,48.23598862,252,2,,,,
12.64189415,306.9818726,48.2045784,,,,,,
12.65172455,306.8974304,48.17066574,,,,,,
12.66155495,306.7639465,48.13499069,,,,,,
12.67138535,306.5847168,48.09815598,,,,,,
12.68121575,306.364502,48.06057358,253,0,,,,
12.69104615,306.1091614,48.02252579,,,,,,
12.70087655,305.8260193,47.98423004,,,,,,
12.71070695,305.5228271,47.94568253,,,,,,
12.72053735,305.2061157,47.90703201,,,,,,
12.73036775,304.8813171,47.87141418,254,1,,,,
12.74019815,304.5518188,47.8442955,,,,,,
12.75002854,304.2198792,47.82419205,,,,,,
12.75985894,303.888092,47.80979538,,,,,,
12.76968934,303.5822754,47.80018234,,,,,,
12.77951974,303.3243408,47.79465103,255,0,,,,
12.78935014,303.109314,47.79260635,,,,,,
12.79918054,302.9330139,47.79348755,,,,,,
12.80901094,302.7923889,47.79676819,,,,,,
12.81884134,302.6853333,47.80181885,,,,,,
12.82867174,302.6096497,47.80814362,256,,,,,
12.83850214,302.5637207,47.81529999,,,,,,
12.84833254,302.5453796,47.82296753,,,,,,
12.85816294,302.5527649,47.83106613,,,,,,
12.86799334,302.5836792,47.83946228,,,,,,
12.87782374,302.6358643,47.84807968,,,,,,
12.88765414,302.706604,47.85676956,257,0,,,,
12.89748454,302.7932739,47.86553192,,,,,,
12.90731494,302.8930054,47.87432861,,,,,,
12.91714534,303.0033875,47.88314438,,,,,,
12.92697574,303.1220398,47.89146042,,,,,,
12.93680614,303.2469177,47.89593887,258,1,,,,
12.94663654,303.37677,47.89758301,,,,,,
12.95646694,303.5105591,47.89758682,,,,,,
12.96629734,303.6473694,47.896698,,,,,,
12.97612774,303.7865906,47.89529037,,,,,,
12.98595814,303.9277649,47.89372253,259,0,,,,
12.99578854,304.0698853,47.89331818,,,,,,
13.00561894,304.2129822,47.90020752,,,,,,
13.01544934,304.3562927,47.91334915,,,,,,
13.02527974,304.4996338,47.93091583,,,,,,
13.03511014,304.6417542,47.95151901,260,2,,,,
13.04494054,304.7734985,47.97399902,,,,,,
13.05477094,304.8940735,47.99760818,,,,,,
13.06460134,304.9960938,48.02181244,,,,,,
13.07443174,305.0596924,48.04642487,,,,,,
13.08426214,305.0891418,48.07123947,261,0,,,,
13.09409254,305.0886536,48.09616852,,,,,,
13.10392294,305.0614929,48.12110519,,,,,,
13.11375334,305.0103149,48.14604187,,,,,,
13.12358374,304.9375916,48.16693878,,,,,,
13.13341414,304.8457336,48.18076324,262,1,,,,
13.14324454,304.7368774,48.18949127,,,,,,
13.15307494,304.6134338,48.1946106,,,,,,
13.16290534,304.477478,48.1972847,,,,,,
13.17273574,304.3309326,48.19834518,,,,,,
13.18256614,304.1760559,48.19844055,263,0,,,,
13.19239654,304.0149231,48.19794083,,,,,,
13.20222694,303.8494873,48.19716644,,,,,,
13.21205734,303.6813354,48.19620514,,,,,,
13.22188774,303.5116272,48.19522095,,,,,,
13.23171814,303.3409119,48.19429779,264,3,,,,
13.24154854,303.1695862,48.19343948,,,,,,
13.25137893,302.99823,48.19264984,,,,,,
13.26120933,302.8269043,48.1919136,,,,,,
13.27103973,302.6555481,48.19120789,,,,,,
13.28087013,302.4842224,48.19050598,265,0,,,,
13.29070053,302.3128662,48.18979645,,,,,,
13.30053093,302.1415405,48.18906021,,,,,,
13.31036133,301.9702148,48.18753052,,,,,,
13.32019173,301.7988586,48.17788696,,,,,,
13.33002213,301.6275024,48.1588974,,,,,,
13.33985253,301.460144,48.13144302,266,1,,,,
13.34968293,301.3037415,48.09628677,,,,,,
13.35951333,301.1537476,48.05413437,,,,,,
13.36934373,301.0064392,48.00580597,,,,,,
13.37917413,300.8582764,47.95226669,,,,,,
13.38900453,300.7019043,47.89456558,267,0,,,,
13.39883493,300.5255127,47.83379364,,,,,,
13.40866533,300.3226624,47.77093124,,,,,,
13.41849573,300.099823,47.70680237,,,,,,
13.42832613,299.8611755,47.64186859,268,2,,,,
13.43815653,299.6097412,47.57649994,,,,,,
13.44798693,299.3482666,47.51094818,,,,,,
13.45781733,299.0794983,47.44521713,,,,,,
13.46764773,298.8060303,47.38237381,,,,,,
13.47747813,298.5297546,47.32871246,,,,,,
13.48730853,298.25177,47.2831955,269,0,,,,
13.49713893,297.9728088,47.24483109,,,,,,
13.50696933,297.6963196,47.21306992,,,,,,
13.51679973,297.4563293,47.18755341,,,,,,
13.52663013,297.2739258,47.16805649,,,,,,
13.53646053,297.1461487,47.15431595,270,1,,,,
13.54629093,297.0707703,47.14607239,,,,,,
13.55612133,297.046051,47.14295197,,,,,,
13.56595173,297.0693054,47.14455032,,,,,,
13.57578213,297.1369934,47.15036774,,,,,,
13.58561253,297.243988,47.15988922,271,0,,,,
13.59544293,297.3840332,47.17259216,,,,,,
13.60527333,297.5497131,47.18789673,,,,,,
13.61510373,297.733551,47.20530319,,,,,,
13.62493413,297.9291077,47.2242775,,,,,,
13.63476453,298.1316833,47.24436188,272,4,,,,
13.64459493,298.3383484,47.26515579,,,,,,
13.65442533,298.5473022,47.28640747,,,,,,
13.66425573,298.7566528,47.30777359,,,,,,
13.67408613,298.9593506,47.32938766,,,,,,
13.68391653,299.125824,47.35092545,273,0,,,,
13.69374693,299.2544861,47.37239838,,,,,,
13.70357733,299.3518982,47.39384079,,,,,,
13.71340773,299.4228821,47.41529083,,,,,,
13.72323813,299.4710083,47.43676758,,,,,,
13.73306853,299.4988403,47.45829391,274,1,,,,
13.74289893,299.5083618,47.47987747,,,,,,
13.75272932,299.5010071,47.50062561,,,,,,
13.76255972,299.4779663,47.51475906,,,,,,
13.77239012,299.4402466,47.52288055,,,,,,
13.78222052,299.3886719,47.52655792,275,0,,,,
13.79205092,299.3240967,47.52694321,,,,,,
13.80188132,299.2474365,47.52494049,,,,,,
13.81171172,299.1595154,47.52130127,,,,,,
13.82154212,299.0615845,47.51659775,,,,,,
13.83137252,298.954895,47.51127625,276,2,,,,
13.84120292,298.8405762,47.50553894,,,,,,
13.85103332,298.7200012,47.49948883,,,,,,
13.86086372,298.5942078,47.49336243,,,,,,
13.87069412,298.4639282,47.48721313,,,,,,
13.88052452,298.3295593,47.48107147,277,0,,,,
13.89035492,298.1912842,47.4749527,,,,,,
13.90018532,298.0489807,47.46884537,,,,,,
13.91001572,297.9024353,47.46275711,,,,,,
13.91984612,297.7514343,47.45667267,,,,,,
13.92967652,297.5957947,47.45058823,278,1,,,,
13.93950692,297.4355774,47.44467163,,,,,,
13.94933732,297.2709656,47.44118118,,,,,,
13.95916772,297.1020813,47.43968582,,,,,,
13.96899812,296.9291382,47.43916321,,,,,,
13.97882852,296.7529602,47.43910599,279,0,,,,
13.98865892,296.5737915,47.4391098,,,,,,
13.99848932,296.3925476,47.43933105,,,,,,
14.00831972,296.2096558,47.43948364,,,,,,
14.01815012,296.0256348,47.43751526,,,,,,
14.02798052,295.841095,47.43032455,280,3,,,,
14.03781092,295.65625,47.41970062,,,,,,
14.04764132,295.4714355,47.40696335,,,,,,
14.05747172,295.2865601,47.39299393,,,,,,
14.06730212,295.1017456,47.37836838,,,,,,
14.07713252,294.9299927,47.36339569,281,0,,,,
14.08696292,294.8024292,47.34827805,,,,,,
14.09679332,294.7166748,47.33305359,,,,,,
14.10662372,294.6697083,47.31786728,,,,,,
14.11645412,294.6595459,47.30272675,,,,,,
14.12628452,294.6843872,47.28763199,,,,,,
14.13611492,294.7421265,47.27745056,282,1,,,,
14.14594532,294.8295898,47.27453232,,,,,,
14.15577572,294.9421692,47.2771492,,,,,,
14.16560612,295.0741272,47.28409576,,,,,,
14.17543652,295.219574,47.294384,,,,,,
14.18526692,295.3735657,47.30725861,283,0,,,,
14.19509732,295.5325317,47.3219986,,,,,,
14.20492772,295.694519,47.33791351,,,,,,
14.21475812,295.8577881,47.35466003,,,,,,
14.22458852,296.0150757,47.37185287,,,,,,
14.23441892,296.1357727,47.38928986,284,2,,,,
14.24424932,296.2134705,47.40681458,,,,,,
14.25407971,296.2560425,47.42424011,,,,,,
14.26391011,296.2706909,47.44151688,,,,,,
14.27374051,296.2639771,47.45863724,,,,,,
14.28357091,296.2416992,47.47558212,285,0,,,,
14.29340131,296.2088318,47.49110794,,,,,,
14.30323171,296.1694336,47.50122452,,,,,,
14.31306211,296.125946,47.50737762,,,,,,
14.32289251,296.0802002,47.51078033,,,,,,
14.33272291,296.033905,47.51213837,286,1,,,,
14.34255331,295.9862366,47.5117569,,,,,,
14.35238371,295.9385376,47.5097847,,,,,,
14.36221411,295.8908997,47.50621033,,,,,,
14.37204451,295.8491516,47.50106049,,,,,,
14.38187491,295.8243408,47.49437332,287,0,,,,
14.39170531,295.8258972,47.48618317,,,,,,
14.40153571,295.8468628,47.47663498,,,,,,
14.41136611,295.8821411,47.46590805,,,,,,
14.42119651,295.9280701,47.45419693,,,,,,
14.43102691,295.9818726,47.44180298,288,5,,,,
14.44085731,296.0411682,47.42890549,,,,,,
14.45068771,296.1040649,47.41577911,,,,,,
14.46051811,296.1691895,47.40240479,,,,,,
14.47034851,296.2354431,47.38903046,,,,,,
14.48017891,296.3025208,47.37567902,289,0,,,,
14.49000931,296.3698425,47.36232376,,,,,,
14.49983971,296.4371643,47.34895706,,,,,,
14.50967011,296.5044861,47.3355751,,,,,,
14.51950051,296.5718079,47.32644653,,,,,,
14.52933091,296.6390991,47.32434464,290,1,,,,
14.53916131,296.6981506,47.32729721,,,,,,
14.54899171,296.73526,47.33378983,,,,,,
14.55882211,296.7577515,47.34270859,,,,,,
14.56865251,296.7720642,47.35313416,,,,,,
14.57848291,296.7815857,47.36456299,291,0,,,,
14.58831331,296.7884521,47.37651062,,,,,,
14.59814371,296.7945251,47.38871765,,,,,,
14.60797411,296.79953,47.40122223,,,,,,
14.61780451,296.8043823,47.41371536,,,,,,
14.62763491,296.8160706,47.42616653,,,,,,
14.63746531,296.8401184,47.4385643,292,2,,,,
14.64729571,296.8890381,47.44987869,,,,,,
14.65712611,296.9553223,47.45461273,,,,,,
14.66695651,297.0317383,47.45378494,,,,,,
14.67678691,297.1140442,47.44908905,,,,,,
14.68661731,297.1996765,47.44182205,293,0,,,,
14.69644771,297.2869873,47.43291092,,,,,,
14.70627811,297.3745422,47.42305374,,,,,,
14.71610851,297.4544373,47.41259003,,,,,,
14.72593891,297.5141602,47.40195465,,,,,,
14.73576931,297.5361023,47.39108658,294,1,,,,
14.74559971,297.5266724,47.3802948,,,,,,
14.7554301,297.4923706,47.36959076,,,,,,
14.7652605,297.4385376,47.3589592,,,,,,
14.7750909,297.3701172,47.34840775,,,,,,
14.7849213,297.291687,47.3382988,295,0,,,,
14.7947517,297.2068787,47.33338165,,,,,,
14.8045821,297.1181641,47.33339691,,,,,,
14.8144125,297.0272522,47.33686829,,,,,,
14.8242429,296.9351807,47.34289169,,,,,,
14.8340733,296.8424988,47.35098267,296,3,,,,
14.8439037,296.7550964,47.3608551,,,,,,
14.8537341,296.6949768,47.37234497,,,,,,
14.8635645,296.6797485,47.38532257,,,,,,
14.8733949,296.7033691,47.39967346,,,,,,
14.8832253,296.7598572,47.41530991,297,0,,,,
14.8930557,296.8435974,47.43207932,,,,,,
14.9028861,296.9487915,47.44974518,,,,,,
14.9127165,297.0695496,47.46805954,,,,,,
14.9225469,297.2005005,47.486866,,,,,,
14.9323773,297.3377075,47.50607681,298,1,,,,
14.9422077,297.4787292,47.52558899,,,,,,
14.9520381,297.6216431,47.54525757,,,,,,
14.9618685,297.7633972,47.56504059,,,,,,
14.9716989,297.8911743,47.58496475,,,,,,
14.9815293,297.9793701,47.60504913,299,0,,,,
14.9913597,298.024231,47.62532043,,,,,,
15.0011901,298.0325317,47.6457634,,,,,,
15.0110205,298.0100708,47.66353607,,,,,,
15.0208509,297.9622498,47.67458725,,,,,,
15.0306813,297.8939819,47.68050766,300,2,,,,
15.0405117,297.8102112,47.68246078,,,,,,
15.0503421,297.7156677,47.68118668,,,,,,
15.0601725,297.6141052,47.67724228,,,,,,
15.0700029,297.5085449,47.67104721,,,,,,
15.0798333,297.4003601,47.66303635,301,0,,,,
15.0896637,297.2912292,47.65361786,,,,,,
15.0994941,297.1811829,47.64320374,,,,,,
15.1093245,297.0749512,47.63208771,,,,,,
15.1191549,296.9812012,47.62041092,,,,,,
15.1289853,296.9195862,47.60830307,302,1,,,,
15.1388157,296.8927917,47.5958252,,,,,,
15.1486461,296.8938293,47.58307648,,,,,,
15.1584765,296.9170227,47.5700531,,,,,,
15.1683069,296.9577942,47.55675507,,,,,,
15.1781373,297.012207,47.54319382,303,0,,,,
15.1879677,297.0766907,47.52939224,,,,,,
15.1977981,297.1483765,47.51538086,,,,,,
15.2076285,297.2248535,47.50120544,,,,,,
15.2174589,297.3043823,47.48693848,,,,,,
15.2272893,297.3863831,47.47266388,304,4,,,,
15.2371197,297.469635,47.45871735,,,,,,
15.2469501,297.5548401,47.44701767,,,,,,
15.25678049,297.6425171,47.43696213,,,,,,
15.26661089,297.7336426,47.42779922,,,,,,
15.27644129,297.8285522,47.41927719,,,,,,
15.28627169,297.9276733,47.41114426,305,0,,,,
15.29610209,298.0307007,47.40337372,,,,,,
15.30593249,298.1368408,47.39580536,,,,,,
15.31576289,298.2454224,47.38841629,,,,,,
15.32559329,298.3551331,47.38116837,,,,,,
15.33542369,298.4659729,47.37400818,306,1,,,,
15.34525409,298.5772095,47.36807632,,,,,,
15.35508449,298.6884155,47.36755753,,,,,,
15.36491489,298.7996826,47.37148666,,,,,,
15.37474529,298.9108582,47.378479,,,,,,
15.38457569,299.0157776,47.38745117,307,0,,,,
15.39440609,299.1112366,47.39756393,,,,,,
15.40423649,299.1844482,47.40833282,,,,,,
15.41406689,299.2294312,47.41941452,,,,,,
15.42389729,299.2527161,47.43064117,,,,,,
15.43372769,299.2593384,47.44194794,308,2,,,,
15.44355809,299.2534485,47.45319748,,,,,,
15.45338849,299.238678,47.46442032,,,,,,
15.46321889,299.2179565,47.47565079,,,,,,
15.47304929,299.193512,47.48464966,,,,,,
15.48287969,299.1668396,47.48867798,309,0,,,,
15.49271009,299.1393433,47.48978043,,,,,,
15.50254049,299.1105652,47.48924255,,,,,,
15.51237089,299.0817566,47.48778152,,,,,,
15.52220129,299.0540466,47.48588181,,,,,,
15.53203169,299.034729,47.48385239,310,1,,,,
15.54186209,299.033844,47.48163986,,,,,,
15.55169249,299.0570068,47.47947693,,,,,,
15.56152289,299.0953674,47.47736359,,,,,,
15.57135329,299.1427307,47.47528839,,,,,,
15.58118369,299.195343,47.47371674,311,0,,,,
15.59101409,299.2507629,47.47621155,,,,,,
15.60084449,299.3076172,47.4818306,,,,,,
15.61067489,299.3655701,47.48910904,,,,,,
15.62050529,299.4238586,47.49727631,,,,,,
15.63033569,299.4801941,47.50580215,312,3,,,,
15.64016609,299.5113525,47.51435089,,,,,,
15.64999649,299.5073242,47.522995,,,,,,
15.65982689,299.4744873,47.53145981,,,,,,
15.66965729,299.4173279,47.53975296,,,,,,
15.67948769,299.3384705,47.54790115,313,0,,,,
15.68931809,299.2401428,47.55595016,,,,,,
15.69914849,299.1238403,47.56394196,,,,,,
15.70897889,298.9915161,47.56921005,,,,,,
15.71880929,298.8450317,47.56917191,,,,,,
15.72863969,298.6868591,47.56575394,314,1,,,,
15.73847009,298.5195313,47.56027985,,,,,,
15.74830049,298.3457336,47.55367279,,,,,,
15.75813088,298.1678772,47.54649353,,,,,,
15.76796128,297.9875183,47.53910446,,,,,,
15.77779168,297.805603,47.53166199,315,0,,,,
15.78762208,297.6229858,47.52427673,,,,,,
15.79745248,297.4401245,47.51708603,,,,,,
15.80728288,297.2571411,47.51008606,,,,,,
15.81711328,297.0741577,47.50328064,,,,,,
15.82694368,296.8920288,47.49664307,316,2,,,,
15.83677408,296.7159424,47.49013901,,,,,,
15.84660448,296.5444946,47.48300552,,,,,,
15.85643488,296.3770142,47.47417831,,,,,,
15.86626528,296.2206421,47.46280289,,,,,,
15.87609568,296.0718384,47.44839859,,,,,,
15.88592608,295.9271545,47.4307518,317,0,,,,
15.89575648,295.7846069,47.4098587,,,,,,
15.90558688,295.6428833,47.38583374,,,,,,
15.91541728,295.5021362,47.35900497,,,,,,
15.92524768,295.3614502,47.32975769,,,,,,
15.93507808,295.2200623,47.29869461,318,1,,,,
15.94490848,295.0670776,47.26633835,,,,,,
15.95473888,294.9051514,47.23311615,,,,,,
15.96456928,294.7424011,47.19930649,,,,,,
15.97439968,294.5975037,47.16520691,,,,,,
15.98423008,294.4883118,47.13087845,319,0,,,,
15.99406048,294.4064331,47.09655762,,,,,,
16.00389088,294.3445435,47.06227112,,,,,,
16.01372128,294.2964172,47.02938843,,,,,,
16.02355168,294.2572937,47.00473022,,,,,,
